"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","settlement_offer","amount_billed"
" PACP3C749897","2012","08","Texas               ","76109","926","05122",215335000,1734900
" 680 1220N592","2012","03","New York            ","10014","562","05219",0,65100
" 680 2C787609","2012","08","California          ","93292","926","05119",0,37100
" 680 7290L319","2012","08","Colorado            ","80223","926","05219",0,542500
" 680 397D3485","2012","08","California          ","91409","940","05219",0,40300
"008D459633   ","2013","11","Colorado            ","80466","169","05122",0,13900
" 680 3B97245A","2012","02","Georgia             ","30093","599","05119",0,6400
"004978M073   ","2013","07","Washington          ","98203","612","05223",10000000,27300
"002C976906   ","2013","08","Texas               ","76119","100","05232",20000000,34300
" 680 6B753663","2012","04","Maryland            ","21133","090","05219",0,7400
"002677B738   ","2013","07","Tennessee           ","38079","169","05224",5000000,458800
"003720W086   ","2013","05","Illinois            ","60458","620","05121",86077000,1122200
"000C412515   ","2013","07","Georgia             ","30052","612","05223",10000000,5000
" 680 1C458331","2012","08","District of Columbia","20006","542","05119",0,622000
"005296M705   ","2013","08","Colorado            ","80501","169","05122",2207000,155000
"008368A029   ","2013","07","Georgia             ","30316","169","05224",10000000,45300
"009B955414   ","2013","03","Georgia             ","30188","453","05121",10073000,71300
"007C654120   ","2013","01","New Mexico          ","87120","101","05122",0,11400
" 680 3B534669","2012","08","New Hampshire       ","03053","749","05119",0,92900
" 680 2553N138","2012","08","Connecticut         ","06510","090","05219",0,40600
"005361H679   ","2013","08","Maryland            ","21221","960","05122",244000,67700
"002912C357   ","2013","07","Texas               ","75711","612","05121",4979000,206100
" 680 7785M219","2012","08","Pennsylvania        ","19317","712","05219",0,69400
" 680 5612L317","2012","08","Pennsylvania        ","18447","712","05219",0,58900
" 680 5A50631A","2012","08","Minnesota           ","55435","651","05119",0,18100
" 680 4011N867","2012","04","Indiana             ","46375","599","05219",0,6300
" 680 6723X606","2012","04","Maine               ","04901","712","05122",52000,3400
"008D089955   ","2013","12","North Carolina      ","28027","620","05219",0,51700
"004A330036   ","2013","08","Alabama             ","35806","620","05121",138970000,2574200
"002907C347   ","2013","06","Texas               ","75019","665","05122",5626000,150700
"004667R294   ","2013","08","Georgia             ","30165","100","05219",0,53100
"006B37800A   ","2013","04","Illinois            ","61108","164","05224",0,2400
" 680 96K33609","2012","07","Kansas              ","67214","599","05121",24284000,612100
"002066P29A   ","2013","11","Pennsylvania        ","15219","639","05122",1964000,53700
"003875C748   ","2013","03","Illinois            ","60030","676","05121",9924000,262600
" PACP9766M631","2012","08","Texas               ","75835","998","05121",7280000,583000
" 680 2189B638","2012","06","New Jersey          ","07009","691","05106",0,232300
"002D113205   ","2013","05","New Jersey          ","07302","169","05119",0,29100
"004282R610   ","2013","07","North Carolina      ","28301","612","05224",50000000,26900
"002359C399   ","2013","01","Tennessee           ","37738","136","05121",4571000,253300
" PACP1349L728","2012","08","Texas               ","75234","926","05122",1700000,6800
" 680 9B230360","2012","06","Massachusetts       ","02045","742","05119",0,10200
" 680 1688X334","2012","01","Illinois            ","60148","926","05119",0,125900
"004545C930   ","2013","06","New York            ","13350","639","05121",4473000,69700
"005183W548   ","2013","10","North Carolina      ","28387","620","05121",195740000,2410700
" 680 1436X604","2012","08","Massachusetts       ","02302","712","05121",4178000,125700
"002C587440   ","2013","01","Vermont             ","05478","612","05224",20000000,1100
" 680 2791A355","2012","08","New York            ","12203","651","05119",0,20200
"001D717156   ","2013","04","Texas               ","79081","612","05121",3766000,295500
"004D650079   ","2013","07","Michigan            ","48162","676","05121",98323000,891100
"003C125403   ","2013","09","Colorado            ","80517","169","05122",2000000,146300
"008779A931   ","2013","09","Alabama             ","35901","169","05224",10000000,347700
"001D413498   ","2013","06","Georgia             ","30331","676","05121",60500000,926700
" 680 613M1970","2012","01","Oklahoma            ","73118","612","05121",26310000,437300
" 680 7377P713","2012","03","Massachusetts       ","02138","712","05219",0,227600
"009D116879   ","2013","11","Alabama             ","36830","044","05122",1000000,64200
"003A219300   ","2013","07","Ohio                ","45387","584","05121",4136000,54300
" 680 2342C461","2012","01","Oklahoma            ","73802","742","05121",553000,76800
"004507C532   ","2013","05","Utah                ","84049","620","05121",135020000,897900
" 680 2445X125","2012","08","California          ","91776","712","05119",0,26400
" 680 3721R533","2012","07","New York            ","12205","090","05219",0,15900
"004A241629   ","2013","07","Pennsylvania        ","15146","416","05121",58406000,419800
"009063P406   ","2013","05","Illinois            ","60475","665","05121",2642000,5600
"006633P094   ","2013","01","Arizona             ","85395","676","05121",263041000,1739000
" 680 1911M217","2012","08","California          ","94402","651","05219",0,37600
"005830M875   ","2013","08","Washington          ","98107","169","05224",20000000,37300
" 680 1570L331","2012","03","California          ","93420","593","05214",0,1700
" 680 2889P686","2012","01","Arizona             ","85635","651","05219",0,3900
" 680 639M9114","2012","08","California          ","96001","712","05219",0,196400
"002C069789   ","2013","09","Illinois            ","60431","718","05121",25000000,57300
"0090K96640   ","2013","07","New York            ","11214","665","05224",10000000,46300
" 680 7268P649","2012","08","New York            ","11565","612","05223",28000,1245600
" 680 1534P299","2012","01","New Jersey          ","07114","712","05219",0,1310800
" 680 820D8900","2012","08","Connecticut         ","06604","599","05119",0,52500
"009C614363   ","2013","05","Montana             ","59701","461","05122",2000000,14800
"002C60638A   ","2013","09","New Jersey          ","07305","040","05224",10000000,337700
"004A948660   ","2013","08","Massachusetts       ","01850","713","05122",108000,39800
"002204W660   ","2013","10","Illinois            ","60067","620","05121",167995000,649200
"007A303273   ","2013","10","Massachusetts       ","01040","974","05223",29000,80300
"009077B914   ","2013","08","North Carolina      ","27360","569","05122",1384000,22800
"007965R198   ","2013","10","Nebraska            ","68701","474","05121",8217000,148500
"003928A626   ","2013","11","Louisiana           ","71270","416","05121",4094000,159700
"002D221591   ","2013","05","Nevada              ","89139","416","05122",500000,7600
" 680 7667N051","2012","08","Pennsylvania        ","19006","747","05122",321000,77800
"001992X866   ","2013","12","Utah                ","84015","169","05122",1800000,112800
"00412P2090   ","2013","06","New York            ","10032","416","05224",10000000,22900
" PACP1B892686","2012","08","Texas               ","78228","712","05233",0,214400
"005281M685   ","2013","08","Georgia             ","30531","665","05122",1883000,59100
"005C333421   ","2013","11","Connecticut         ","06877","184","05122",1050000,78500
"00378M7351   ","2013","01","Arizona             ","86403","600","05121",9043000,75300
" 680 7A009686","2012","01","Pennsylvania        ","19061","599","05119",0,83800
" PACP1B372263","2012","08","Texas               ","75006","612","05121",64551000,533000
"006D555336   ","2013","08","Kansas              ","67216","945","05125",10000000,38300
"004A193989   ","2013","08","Nebraska            ","68002","641","05121",2704000,29500
" 680 7A543060","2012","08","New Jersey          ","08638","968","05122",2080000,181000
"005D152783   ","2013","08","North Carolina      ","27012","010","05121",32230000,956200
"000D704600   ","2013","04","Pennsylvania        ","19320","984","05223",15000,133400
" 680 7532W890","2012","08","Massachusetts       ","02050","712","05219",0,160100
" 680 1C21697A","2012","08","California          ","90028","651","05219",0,14400
"005609R909   ","2013","07","Nevada              ","89115","612","05119",0,13400
" 680 643Y4249","2012","03","Illinois            ","60137","712","05219",0,47800
"002698C00A   ","2013","12","Massachusetts       ","02019","612","05121",13946000,566300
"008916N52A   ","2013","09","Nebraska            ","68463","100","05219",0,53200
"00261M0560   ","2013","10","Minnesota           ","55423","665","05122",8300000,54100
"00609M9560   ","2013","12","Connecticut         ","06420","169","05131",5000000,9700
"006915W436   ","2013","07","Washington          ","98225","641","05121",7892000,96800
" 680 5988X069","2012","08","Minnesota           ","56101","651","05219",0,6000
"009228P844   ","2013","05","Tennessee           ","37072","010","05223",160000000,1483100
"004727B649   ","2013","09","Minnesota           ","55104","612","05121",6963000,70900
" 680 2A447206","2012","07","Indiana             ","46816","651","05219",0,14300
"00524M9950   ","2013","12","Massachusetts       ","02747","665","05122",3021000,382400
" 680 8718H851","2012","01","New York            ","10580","745","05121",5831000,419200
"003D311766   ","2013","06","Pennsylvania        ","15301","641","05121",4435000,58400
"006999P805   ","2013","03","Colorado            ","80234","169","05224",10000000,54800
" 680 4799L677","2012","06","Connecticut         ","06067","712","05219",0,387400
" 680 0482R616","2012","05","New York            ","10012","691","05219",0,84400
" 680 4B02657A","2012","08","Iowa                ","51501","760","05119",0,6400
" 680 1380B411","2012","08","California          ","94608","742","05119",0,4200
" 680 2540N014","2012","02","Mississippi         ","39120","712","05213",0,6000
"009B271250   ","2013","06","South Carolina      ","29334","169","05224",5000000,72500
"003271N483   ","2013","03","Utah                ","84115","956","05223",44000,90700
"006055M004   ","2013","08","Connecticut         ","06782","612","05121",3993000,314600
" 680 8878M599","2012","08","California          ","93301","926","05119",0,89300
" PACP7575M020","2012","08","Texas               ","79109","712","05233",0,269100
" 680 7545X383","2012","08","Idaho               ","83404","091","05119",0,27000
" 680 8446P524","2012","05","California          ","94403","651","05119",0,5400
"002553N648   ","2013","04","Colorado            ","80260","612","05121",12690000,219900
" 680 5842L669","2012","08","Georgia             ","30120","651","05106",0,17500
" 680 2656C960","2012","01","Georgia             ","31545","719","05122",14442000,655000
"00549Y3669   ","2013","11","Pennsylvania        ","16617","718","05224",10000000,17700
" 680 9574N179","2012","08","California          ","91344","092","05119",0,32400
" PACP8085R76A","2012","06","Texas               ","78757","712","05233",0,214700
"001C702504   ","2013","07","Maryland            ","21113","169","05224",10000000,141500
"001D354826   ","2013","05","Virginia            ","23462","100","05119",0,25500
"006D539441   ","2013","09","Illinois            ","61443","915","05125",10000000,131300
" 680 6645P818","2012","08","Washington          ","98101","651","05105",0,4400
" 680 3521M315","2012","05","New York            ","10588","091","05106",0,1900
" 680 2B824270","2012","01","California          ","95823","712","05219",0,95400
" 680 9118N438","2012","08","Massachusetts       ","01843","090","05119",0,140800
"003840W43A   ","2013","05","Illinois            ","60613","620","05121",15213000,138500
" 680 188Y0550","2012","08","New York            ","10309","712","05219",0,436400
"002D667607   ","2013","06","New York            ","12601","620","05223",10000000,1059400
" 680 2B039071","2012","08","California          ","91722","156","05219",0,14700
" 680 5C277001","2012","08","California          ","92109","755","05122",2000000,36700
" 680 4C761097","2012","08","New Jersey          ","08030","712","05122",546000,43400
" 680 6C950015","2012","08","California          ","92663","612","05223",170000,531800
"000305C537   ","2013","08","New Jersey          ","07960","612","05121",5864000,158900
" 680 565D8432","2012","08","Louisiana           ","70805","416","05106",0,10200
" 680 2546C980","2012","08","Maryland            ","20712","612","05219",0,89000
" 680 9181B895","2012","06","Pennsylvania        ","18104","612","05219",0,9900
" 680 7834P627","2012","03","Massachusetts       ","01720","712","05219",0,683800
"009378L595   ","2013","04","Connecticut         ","06880","970","05223",296000,818500
"001383X526   ","2013","12","Texas               ","77095","100","05232",0,20800
"004A336286   ","2013","07","Minnesota           ","55104","592","05121",5728000,149600
"004D975833   ","2013","08","New Mexico          ","88220","571","05121",10070000,115300
" PACP7C470693","2012","08","Texas               ","77532","651","05233",0,25000
" 680 7159H725","2012","01","New Jersey          ","08753","651","05119",0,59500
" 680 6972H901","2012","01","New Jersey          ","07621","651","05219",0,33900
" 680 7173X221","2012","04","Missouri            ","64500","091","05119",0,26900
"003108C615   ","2013","01","Tennessee           ","37804","665","05122",1229000,49100
"005D11144A   ","2013","09","Arkansas            ","71854","111","05224",5000000,38000
" 680 7959X856","2012","06","Massachusetts       ","01040","599","05119",0,104000
"000C581753   ","2013","08","Georgia             ","30305","676","05223",107000,453500
" 680 2B355196","2012","01","Nebraska            ","68516","712","05219",0,119600
" 680 1604B411","2012","08","Minnesota           ","55401","651","05119",0,27400
"002385R707   ","2013","06","Nebraska            ","69201","612","05121",4094000,112600
" 680 6B607174","2012","03","California          ","94533","712","05119",0,16600
"002419B45A   ","2013","05","Connecticut         ","06355","459","05122",287000,23800
" 680 5A812011","2012","08","Missouri            ","63775","994","05119",0,799200
" 680 7E257443","2012","08","Georgia             ","31405","926","05119",0,338500
" 680 5724L315","2012","08","Kansas              ","66215","926","05119",0,145700
" 680 2682X616","2012","01","Missouri            ","63376","612","05121",15139000,134600
" 680 86K95546","2012","06","Connecticut         ","06851","651","05119",0,20800
" 680 8984L837","2012","01","Massachusetts       ","02035","599","05106",0,16700
" 680 4B091502","2012","02","Maryland            ","21740","592","05119",0,10600
"006074N444   ","2013","06","Iowa                ","52403","612","05223",14560000,233300
" 680 7175R219","2012","08","Tennessee           ","37203","091","05219",0,111100
" 680 6225L235","2012","08","Illinois            ","60647","691","05106",0,30200
"009B015162   ","2013","06","Colorado            ","81504","712","05224",10000000,2600
" 680 7505M982","2012","08","Massachusetts       ","01915","651","05219",0,10600
"007632P986   ","2013","07","New York            ","12524","010","05121",25358000,553100
"001920P807   ","2013","10","Maryland            ","21703","612","05119",0,20100
"007774M451   ","2013","10","Arizona             ","85748","612","05121",12861000,254700
" 680 5787P72A","2012","02","Florida             ","33901","712","05219",0,206100
"001D935817   ","2013","05","South Carolina      ","29135","100","05219",0,14300
"002D846591   ","2013","06","Delaware            ","19711","676","05121",57926000,900500
" 680 6A268244","2012","08","New York            ","10001","562","05122",102000,6000
" PACP8636M734","2012","08","Texas               ","75216","712","05213",0,2800
"004458M553   ","2013","07","New York            ","12203","665","05121",6090000,134500
"002C809041   ","2013","10","Illinois            ","60628","416","05122",520000,45300
"009081N650   ","2013","09","North Carolina      ","28712","612","05121",0,353000
"005D583208   ","2013","08","Texas               ","76034","456","05122",2600000,160000
" 680 4A662633","2012","08","California          ","91403","572","05219",0,43600
"006089N168   ","2013","06","New York            ","10458","169","05224",10000000,73400
"003D829113   ","2013","07","New York            ","13634","100","05219",0,26500
"009223C167   ","2013","01","South Carolina      ","29169","665","05122",2100000,85800
" 680 3097C88A","2012","08","Washington          ","98499","612","05219",0,282700
" 680 5933L101","2012","08","New York            ","10002","926","05119",0,62500
" 680 4961B536","2012","08","New Jersey          ","08501","651","05106",0,4900
"009617B738   ","2013","09","New Jersey          ","07424","100","05121",3316000,161300
" 680 3C034289","2012","08","California          ","90242","152","05219",0,19400
" 680 0B035365","2012","08","Missouri            ","63144","599","05121",6323000,178900
" 680 4C318407","2012","08","Massachusetts       ","01826","090","05119",0,200600
" 680 8236R713","2012","08","New Mexico          ","87114","712","05219",0,36300
"000D869295   ","2013","06","New York            ","11782","922","05223",315000,3127200
"007349M053   ","2013","10","Arizona             ","86001","010","05223",10000000,63500
"003B127775   ","2013","01","Tennessee           ","37115","600","05121",2350000,102000
"008142X611   ","2013","06","Michigan            ","48066","620","05223",80000000,165900
"008940X657   ","2013","11","South Carolina      ","29732","620","05121",26255000,461100
"005268M097   ","2013","07","New Jersey          ","07726","913","05223",314000,474700
"007325M381   ","2013","09","Michigan            ","48060","620","05122",298000,23100
" 680 4768C511","2012","05","Georgia             ","30189","091","05106",0,4700
"008D647607   ","2013","12","New York            ","10463","010","05121",19778000,684000
"00882W2160   ","2013","12","New Jersey          ","07936","571","05121",19292000,384000
" 680 3894M691","2012","07","New Jersey          ","07090","712","05213",0,2900
" 680 4608X184","2012","04","Illinois            ","60441","712","05121",3150000,65500
" 680 4130N082","2012","03","Delaware            ","19808","712","05219",0,188700
" 680 4460N581","2012","04","Montana             ","59401","620","05121",114639000,680800
" 680 1184X783","2012","08","New York            ","10512","712","05219",0,282300
"000D468961   ","2013","11","North Carolina      ","27519","620","05223",200000000,52900
"005905H915   ","2013","09","Washington          ","98366","665","05122",6158000,60500
"00519M6699   ","2013","12","North Carolina      ","27127","620","05121",55880000,825600
" PACP3A687562","2012","08","Texas               ","76706","712","05132",0,14500
" 680 8967L331","2012","08","California          ","91763","544","05121",21875000,280100
" 680 5816R843","2012","08","Maryland            ","21215","968","05119",0,4000
"007255M99A   ","2013","10","Minnesota           ","55121","665","05119",0,130900
"000641Y701   ","2013","02","Utah                ","84057","620","05121",69877000,617000
"001C695220   ","2013","07","North Carolina      ","28128","169","05121",3553000,91300
"001D717943   ","2013","06","Colorado            ","80121","045","05122",2400000,85500
" 680 4974X196","2012","04","California          ","91210","594","05219",0,22900
"007103C069   ","2013","08","Oklahoma            ","73701","639","05121",1719000,82100
"007184L479   ","2013","10","Virginia            ","22044","169","05224",10000000,85400
"001111P868   ","2013","10","New Jersey          ","07307","456","05122",1349000,169100
" 680 5797P797","2012","02","Virginia            ","24401","712","05219",0,42900
"008910C418   ","2013","06","North Carolina      ","28273","620","05121",66040000,1019700
"00419R5471   ","2013","09","New York            ","12309","665","05224",10000000,42300
"002B967220   ","2013","02","Colorado            ","80014","665","05145",20000000,2100
"007528N04A   ","2013","07","Georgia             ","30106","665","05224",10000000,16400
"008936C514   ","2013","11","New York            ","12207","639","05121",13967000,140600
" 680 4C183987","2012","08","New York            ","11101","926","05119",0,81700
" 680 5985L392","2012","08","Oklahoma            ","74864","718","05121",30877000,1536600
" 680 1A485016","2012","05","New Jersey          ","08701","712","05121",2205000,33600
"005604N308   ","2013","08","Illinois            ","60532","592","05122",1489000,63200
" 680 6A79304A","2012","08","Mississippi         ","39209","712","05219",0,103600
"003C57595A   ","2013","10","South Carolina      ","29841","665","05122",4786000,89800
"008017L189   ","2013","12","Illinois            ","60464","620","05223",20000000,975800
" 680 9B175876","2012","06","New Jersey          ","08902","091","05106",0,1500
" 680 7612R553","2012","08","California          ","91362","651","05219",0,2500
"004D543298   ","2013","07","Illinois            ","61111","636","05121",1663000,14300
" 680 8598X56A","2012","05","Oklahoma            ","74403","091","05219",0,45400
"005A835780   ","2013","08","North Carolina      ","28160","533","05224",10000000,6100
"006939B408   ","2013","03","Connecticut         ","06820","984","05223",10000,67500
"002D718034   ","2013","08","Oregon              ","97223","676","05121",9721000,171300
"00403M6196   ","2013","10","Missouri            ","65737","612","05119",0,5300
" 680 5B163917","2012","08","Missouri            ","64804","758","05122",0,3400
"000C532482   ","2013","06","Tennessee           ","38049","970","05223",612000,1507100
"004D870691   ","2013","08","New Hampshire       ","03251","169","05224",10000000,65100
"009D587075   ","2013","12","Maine               ","04101","169","05122",750000,152900
"007B218166   ","2013","05","Nevada              ","89031","665","05224",10000000,21300
"004C956349   ","2013","12","Texas               ","75039","169","05122",1664000,123600
" 680 9110H869","2012","02","Florida             ","32216","651","05219",0,84300
"001319P274   ","2013","11","Washington          ","98335","612","05121",19130000,145100
"002580R076   ","2013","09","Louisiana           ","71105","169","05224",20000000,125200
"008C683310   ","2013","03","Missouri            ","63125","100","05219",0,60900
" 680 4539X580","2012","04","Arizona             ","85207","531","05219",0,4600
" 680 1735R578","2012","06","Maryland            ","21061","599","05219",0,10700
"002A233007   ","2013","09","Washington          ","98404","010","05121",5321000,84300
"004B810746   ","2013","03","Illinois            ","60563","136","05122",832000,192900
"008557C249   ","2013","12","Wyoming             ","82240","147","05121",3450000,23900
" 680 5112R54A","2012","08","Maryland            ","20743","600","05223",231000,1288100
" 680 7A145660","2012","08","New York            ","14621","651","05119",0,17400
" 680 7290L577","2012","08","California          ","93277","926","05119",0,434500
"008C442483   ","2013","02","Alabama             ","35146","968","05223",96000,317000
"001C733056   ","2013","08","Mississippi         ","39759","010","05224",50000000,8000
" 680 4B277333","2012","08","Massachusetts       ","01845","749","05119",0,28300
"005D368072   ","2013","08","Texas               ","75042","169","05224",10000000,37900
"007181R865   ","2013","08","West Virginia       ","25404","913","05122",55000,12900
"008C684945   ","2013","02","Arkansas            ","72419","137","05121",11142000,442800
" 680 3345X566","2012","08","California          ","94014","651","05219",0,7400
"002D447592   ","2013","03","Illinois            ","60517","620","05121",83919000,679700
" 680 477H9693","2012","08","Maryland            ","20910","651","05119",0,14600
" 680 9A326269","2012","08","Mississippi         ","39060","926","05119",0,357600
"007C981155   ","2013","02","Texas               ","75006","970","05125",10000000,41900
" 680 9A44462A","2012","08","Missouri            ","65791","525","05219",0,32700
"004614B760   ","2013","10","Nebraska            ","68410","561","05121",2251000,58500
"005D813854   ","2013","09","Texas               ","77063","924","05223",72000,355800
" 680 5049L97A","2012","08","Wisconsin           ","53045","620","05223",155000,413300
" 680 7B815876","2012","08","New York            ","13039","712","05219",0,230400
" 680 5661N98A","2012","08","California          ","92111","712","05219",0,933800
"009C36220A   ","2013","03","Georgia             ","30318","600","05121",54000000,1553100
"002752W338   ","2013","12","Illinois            ","60640","620","05121",19175000,313300
" 680 5209P654","2012","08","California          ","92395","092","05119",0,33100
" 680 6C625962","2012","08","California          ","90002","599","05119",0,3500
" 680 7B439762","2012","04","Georgia             ","30230","749","05119",0,4700
" 680 646M7428","2012","08","California          ","91910","651","05219",0,26100
" 680 7058P843","2012","03","Ohio                ","45202","651","05106",0,73800
"007906M403   ","2013","11","Nebraska            ","69165","612","05121",20456000,277100
" PACP3028N655","2012","03","Texas               ","77836","712","05233",0,190500
" 680 4749X233","2012","03","Illinois            ","60645","620","05121",76440000,658200
"002079R949   ","2013","07","Connecticut         ","06114","501","05223",1525000,254000
"007147R663   ","2013","08","Virginia            ","22151","134","05121",5462000,55200
"004A081980   ","2013","08","Illinois            ","60643","665","05122",5200000,180100
" 680 7462C865","2012","08","California          ","94577","572","05119",0,35600
"001D683634   ","2013","05","West Virginia       ","26003","044","05121",10431000,213700
"009B342566   ","2013","06","Ohio                ","43220","169","05122",220000,72300
" 680 7759P555","2012","08","California          ","92130","651","05106",0,2700
" 680 8587H926","2012","01","New Jersey          ","07028","651","05219",0,5800
" 680 8878M784","2012","08","Illinois            ","60607","712","05219",0,182500
" 680 7630P631","2012","03","Michigan            ","49503","926","05119",0,14400
"006540H089   ","2013","11","Georgia             ","31211","612","05121",6751000,225400
"002D965322   ","2013","06","South Carolina      ","29708","100","05223",1000,20600
" 680 8B706159","2012","05","Maine               ","04989","749","05122",50000,9100
" 680 9667C043","2012","02","Alabama             ","36106","600","05223",384000,2175100
" 680 4B262356","2012","03","New York            ","11231","110","05122",2750000,140100
"007B775917   ","2013","06","Ohio                ","45219","010","05121",17548000,503900
" 680 0C492744","2012","06","Maryland            ","20707","542","05122",0,79700
" 680 8172X916","2012","08","Idaho               ","83840","093","05106",0,5900
" 680 8934L072","2012","08","California          ","90034","926","05119",0,48900
"007A146552   ","2013","09","Pennsylvania        ","18109","010","05121",0,1541000
"000041C761   ","2013","08","New York            ","10038","638","05122",2296000,124900
"007C175286   ","2013","02","Oklahoma            ","74070","169","05224",20000000,91400
" 680 6127R906","2012","08","New York            ","10018","518","05119",0,229000
" 680 6B789475","2012","04","New Jersey          ","07001","712","05219",0,334700
" 680 5734M586","2012","08","Missouri            ","65542","712","05122",2340000,180000
"005703N81A   ","2013","12","New York            ","10023","169","05131",20000000,6600
"006B78119A   ","2013","04","Ohio                ","44134","169","05121",4200000,156200
"008D098177   ","2013","11","Iowa                ","52806","010","05121",49000000,989600
"005C932097   ","2013","11","Texas               ","78109","100","05232",20000000,39700
"003C762963   ","2013","10","New York            ","12449","665","05122",7140000,115700
"002B193234   ","2013","12","Michigan            ","48393","913","05125",10000000,7000
"008610P826   ","2013","05","Wisconsin           ","54136","620","05121",16384000,160500
" PACP7752M446","2012","08","Texas               ","79065","712","05233",0,175300
"008C358316   ","2013","01","Arizona             ","85306","612","05121",93205000,531200
"005167M169   ","2013","08","Texas               ","77304","640","05122",4498000,412000
"001D572621   ","2013","05","Illinois            ","60612","100","05223",0,11500
" PACP835W4372","2012","07","Texas               ","77379","050","05132",0,7800
" 680 2510X357","2012","01","New Hampshire       ","03874","712","05219",0,110300
" 680 2804R408","2012","06","California          ","92395","712","05219",0,1401500
" 680 1A800592","2012","03","Nevada              ","89102","651","05219",0,4900
" 680 5505A441","2012","08","New Jersey          ","07470","691","05219",0,22900
" 680 1690N53A","2012","01","New York            ","10573","091","05119",0,152800
"002471B773   ","2013","07","Oregon              ","97214","503","05121",10127000,345800
" 680 1123M919","2012","08","Montana             ","59405","599","05219",0,16400
" 680 4500R734","2012","07","Kansas              ","66218","712","05219",0,104900
" 680 2028A257","2012","08","Florida             ","32256","599","05121",195180000,4250500
"007642L760   ","2013","11","Mississippi         ","39208","612","05121",2634000,255700
"005A50690A   ","2013","08","Georgia             ","31008","100","05219",0,49000
"005A384012   ","2013","09","Mississippi         ","39345","718","05119",0,4700
"001A098655   ","2013","06","Texas               ","78041","612","05121",77560000,1453700
" 680 5D671510","2012","08","California          ","92201","712","05219",0,121500
" 680 6564P742","2012","08","Georgia             ","30076","675","05119",0,29600
"000D86969A   ","2013","04","Maine               ","04276","100","05122",0,13200
"001C467327   ","2013","08","New York            ","10950","136","05145",10000000,4000
"007269C635   ","2013","09","New York            ","10036","612","05122",5571000,365800
" 680 6302B133","2012","01","Massachusetts       ","01089","712","05219",0,290200
"002A715414   ","2013","07","Alabama             ","35244","620","05121",155480000,1695600
"008500M683   ","2013","11","New York            ","13118","100","05223",1000,30500
"007B946004   ","2013","06","South Dakota        ","57702","100","05122",3862000,42100
" 680 9085M813","2012","08","Florida             ","33570","712","05219",0,869500
" 680 9113P01A","2012","04","New York            ","11783","994","05122",587000,20900
" 680 8B787220","2012","05","California          ","93722","712","05122",2191000,53400
"006A172210   ","2013","09","Wyoming             ","82007","612","05121",1568000,45000
"004C010818   ","2013","11","North Carolina      ","28206","612","05121",47857000,612600
" 680 425H9583","2012","01","Virginia            ","22201","691","05219",0,91800
" 680 0364C120","2012","08","Colorado            ","81657","651","05219",0,6400
"008811P14A   ","2013","04","Colorado            ","81301","970","05223",188000,798700
" 680 0228C447","2012","08","Maryland            ","21223","599","05122",2090000,55700
"0098K16856   ","2013","09","New York            ","11427","612","05121",17210000,267100
"007118B051   ","2013","04","South Carolina      ","29803","612","05121",8207000,226300
"001296N501   ","2013","03","Michigan            ","48126","570","05121",14653000,322500
"001236P179   ","2013","10","Nebraska            ","68114","147","05121",2869000,55600
"000471P54A   ","2013","09","Colorado            ","80215","100","05121",2500000,48500
" PACP3924X736","2012","02","Texas               ","78612","093","05233",0,7600
"001306B689   ","2013","03","North Carolina      ","28036","620","05121",78259000,1034500
"001196B564   ","2013","01","Arizona             ","85301","612","05121",4772000,159400
" 680 3381N230","2012","03","New Jersey          ","07104","712","05119",0,47400
"008A912678   ","2013","11","Missouri            ","64055","010","05223",80000000,809600
" 680 3A44547A","2012","05","Colorado            ","81007","712","05219",0,63400
" 680 9169M953","2012","08","New York            ","13057","091","05106",0,3000
"007C239839   ","2013","01","Connecticut         ","06514","100","05122",1530000,158100
" 680 3781X850","2012","04","Mississippi         ","39206","713","05119",0,6400
"007D342710   ","2013","10","District of Columbia","20002","169","05122",0,278700
"004A460316   ","2013","07","Nevada              ","89052","676","05121",21778000,288900
"006755P847   ","2013","04","Michigan            ","48393","620","05121",117513000,1098100
"00921G7942   ","2013","11","Oklahoma            ","74501","612","05223",30000000,117100
"006C178383   ","2013","06","Alabama             ","35601","010","05119",0,4300
"005018B23A   ","2013","11","North Carolina      ","28083","612","05121",2519000,62600
"007501X024   ","2013","04","Michigan            ","48315","718","05122",258000,71800
"00620M0168   ","2013","12","New York            ","11419","169","05122",139000,27700
" 680 403M0327","2012","08","Ohio                ","44906","651","05219",0,3600
" 680 7599H073","2012","08","New Mexico          ","87101","755","05121",4121000,128800
"002C919113   ","2013","08","Oregon              ","97470","718","05122",1559000,29500
"000557P36A   ","2013","10","Minnesota           ","55057","676","05121",27573000,484400
" 680 6294H311","2012","08","Georgia             ","30342","612","05119",0,21300
"006775M578   ","2013","10","Ohio                ","45040","620","05121",95161000,826300
"007D260857   ","2013","10","New York            ","11010","968","05223",83000,878800
" 680 7064M975","2012","08","New York            ","10960","712","05121",3341000,189600
"008982P394   ","2013","07","Massachusetts       ","02026","913","05122",276000,61700
"007982N063   ","2013","07","New York            ","11232","569","05223",-18000,113000
"006D461694   ","2013","09","New Jersey          ","08205","676","05121",96384000,877100
"006C461281   ","2013","01","Colorado            ","81505","911","05224",10000000,9300
"004D070718   ","2013","07","Utah                ","84032","010","05122",100000,3200
"00209R9580   ","2013","12","Massachusetts       ","01103","612","05121",10060000,409100
